name,page,dob,status,gender
"Goldsmith, The Hon. Dr Marlene Mary Herbert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1990,29 Sep 1942,Deceased,Female
"Goldstein, Mr Hyman",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1290,01 Jan 1876,Deceased,Male
"Gollan, The Hon. George Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1433,17 Apr 1886,Deceased,Male
"Gollan, The Hon. William McCulloch",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1420,15 Jul 1885,Deceased,Male
"Goodchap, Mr Charles Augustus",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=714,02 Apr 1837,Deceased,Male
"Goodin, Mr Vernon William Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1529,24 Jul 1892,Deceased,Male
"Goodwin, Mr Thomas Henry Hall",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=911,11 Dec 1848,Deceased,Male
"Goold, Mr Stephen Styles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=450,01 Jan 1817,Deceased,Male
"Gordon, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=418,01 Jan 1815,Deceased,Male
"Gordon, Mr Hugh",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=451,01 Jan 1817,Deceased,Male
"Gordon, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=859,27 Jun 1845,Deceased,Male
"Gordon, Mr Samuel Deane",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=377,12 Oct 1811,Deceased,Male
"Gordon, Mr Thomas Stewart",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1373,26 Apr 1882,Deceased,Male
"Gordon, Mr Trevor Everett",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1706,09 Feb 1910,Deceased,Male
"Gordon, The Hon. Alan Robert Lindsay",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1759,19 Jan 1917,Deceased,Male
"Gorman, Mr Robert Douglas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1603,01 May 1898,Deceased,Male
"Gormly, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=703,24 Jul 1836,Deceased,Male
"Gorrick, Mr Joseph Albert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=813,06 Jul 1843,Deceased,Male
"Gosling, Mr Mark",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1439,07 Aug 1886,Deceased,Male
"Gough, Mr John George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=910,05 Nov 1848,Deceased,Male
"Goulburn, Mr Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=230,01 Jan 1788,Deceased,Male
"Gould, Sir Albert John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=897,12 Feb 1847,Deceased,Male
"Goward, The Hon. Prudence Jane",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=34,02 Sep 1952,,Female
"Grace, Mr Patrick Raphael",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1623,31 Oct 1900,Deceased,Male
"Graff, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1334,24 Aug 1879,Deceased,Male
"Graham, Mr (Bob) Robert Leslie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1999,19 May 1943,,Male
"Graham, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=157,,,Male
"Graham, Sir James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1011,29 Jul 1856,Deceased,Male
"Graham, The Hon. Edgar Hugh",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1587,19 Jan 1897,Deceased,Male
"Grahame, Mr William (1)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=327,01 Jan 1808,Deceased,Male
"Grahame, Mr William (2)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=775,01 Jan 1841,Deceased,Male
"Grahame, Mr William Calman",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1119,03 Feb 1863,Deceased,Male
"Grant, Mr Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=158,,,Male
"Grant, The Hon. Donald McLennan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1499,26 Feb 1890,Deceased,Male
"Grant, The Hon. Troy Wayne",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=75,11 Feb 1970,,Male
"Grassby, Mr Albert Jaime",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1858,11 Jul 1926,Deceased,Male
"Graves, The Hon. James Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1374,23 Jun 1882,Deceased,Male
"Gray, Mr Samuel William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=527,01 Jan 1823,Deceased,Male
"Grayndler, The Hon. Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1188,12 Oct 1867,Deceased,Male
"Greaves, Mr Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1710,25 Aug 1910,Deceased,Male
"Green, Mr Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1624,12 Nov 1900,Deceased,Male
"Green, Mr Paul",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=91,28 May 1966,,Male
"Green, Mrs Catherine Elizabeth",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1360,01 Aug 1881,Deceased,Female
"Greene, Mr George Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=734,20 Jul 1838,Deceased,Male
"Greene, The Hon. Kevin Patrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2146,18 Oct 1958,,Male
"Greenup, Mr Arthur Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1637,11 Jul 1902,Deceased,Male
"Greenwood, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=753,25 Aug 1838,Deceased,Male
"Greig, Mr Robert John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1445,01 Jan 1887,Deceased,Male
"Greiner, Mr (Nick) Nicholas Frank Hugo",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2037,27 Apr 1947,,Male
"Greville, Mr Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=520,01 Jan 1822,Deceased,Male
"Grey, The Hon. Henry (Earl Grey)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=159,,,Male
"Grieve, Sir (Herbert) Ronald Robinson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1580,06 Jun 1896,Deceased,Male
"Griffin, Ms Kayee Frances",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2181,06 Feb 1950,,Female
"Griffith, Mr Arthur Hill",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1079,16 Oct 1861,Deceased,Male
"Griffith, Mr Ian Ross",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1849,25 Sep 1925,Deceased,Male
"Griffith, Mr Thomas Hunter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=793,13 May 1842,Deceased,Male
"Griffiths, Mr George Neville",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=765,23 Jan 1840,Deceased,Male
"Griffiths, The Hon. Terence Allan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2009,22 Jun 1944,Deceased,Male
"Grimm, Mr Arthur Hetherington",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1199,27 Aug 1868,Deceased,Male
"Grusovin, The Hon. Deirdre Mary",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1954,01 Sep 1938,,Female
"Gullett, The Hon. Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=713,20 Jan 1837,Deceased,Male
"Gunn, The Hon. John Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1059,11 Feb 1860,Deceased,Male
"Hackett, The Hon. Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1481,28 Jan 1889,Deceased,Male
"Haigh, The Hon. William Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1838,28 May 1924,Deceased,Male
"Hale, Ms Sylvia Phyllis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2179,12 Jul 1942,,Female
"Hall, Mr Brinsley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1111,26 Oct 1862,Deceased,Male
"Hall, Mr John Richard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1009,26 Jun 1856,Deceased,Male
"Hall, Mrs Jill Griffiths",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2059,16 Nov 1949,,Female
"Hall, The Hon. David Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1260,05 Mar 1874,Deceased,Male
"Hallam, The Hon. Jack Rowland",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1988,10 Sep 1942,,Male
"Halliday, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=583,01 Jan 1828,Deceased,Male
"Hamilton, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=435,01 Jan 1816,Deceased,Male
"Hamilton, Mr Edward William Terrick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=160,26 Nov 1809,Deceased,Male
"Hamilton, Mr Raymond George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1696,27 May 1909,Deceased,Male
"Hammond, Mr Mark John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=843,15 Nov 1844,Deceased,Male
"Handcock, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=328,01 Jan 1808,Deceased,Male
"Hankinson, Mr Robert Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1314,11 Oct 1877,Deceased,Male
"Hankinson, The Hon. Frederick Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1848,21 Jun 1925,Deceased,Male
"Hannaford, The Hon. John Planta",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2054,21 Jan 1949,,Male
"Hannell, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=402,01 Dec 1813,Deceased,Male
"Hardy, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=161,,,Male
"Hargrave, Mr John Fletcher",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=434,28 Dec 1815,Deceased,Male
"Hargrave, Mr Richard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=452,01 Jan 1817,Deceased,Male
"Harper, Mr Horace Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1605,11 Jun 1898,Deceased,Male
"Harpur, Mr Joseph Jehosephat",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=352,01 Jan 1810,Deceased,Male
"Harris, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=735,10 Aug 1838,Deceased,Male
"Harris, Sir Matthew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=780,18 Sep 1841,Deceased,Male
"Harrison, Mr (Bob) Robert Joseph Wilson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1924,19 Sep 1934,,Male
"Harrison, Mr Eli James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1650,12 Oct 1903,Deceased,Male
"Harrison, The Hon. Gabrielle Mary",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2112,25 Mar 1964,,Female
"Harrold, Mr Kevin Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=162,,Deceased,Male
"Hart, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=548,01 Jan 1825,Deceased,Male
"Hart, Mr John Shadrach",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=737,30 Oct 1838,Deceased,Male
"Hartcher, Mr Christopher Peter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2125,21 Dec 1946,,Male
"Harvey, Mr James Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=163,,Deceased,Male
"Hassall, Mr Thomas Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=759,01 Jan 1840,Deceased,Male
"Hatton, Mr John Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1911,29 May 1933,,Male
"Hatzistergos, The Hon. John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2153,20 Aug 1960,,Male
"Hawken, Mr Nicholas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=701,01 Jan 1836,Deceased,Male
"Hawkins, Mr Herbert Middleton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1302,29 Oct 1876,Deceased,Male
"Hawkins, Mr Thomas Jarman",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=339,01 Jan 1809,Deceased,Male
"Hawkins, The Hon. Francis Harold",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1590,01 Jun 1897,Deceased,Male
"Haworth, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=284,01 Jan 1801,Deceased,Male
"Hawthorne, Mr John Stuart",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=903,14 Feb 1848,Deceased,Male
"Hay, Mr David Aberdeen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1916,26 Oct 1933,,Male
"Hay, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=436,01 Jan 1816,Deceased,Male
"Hay, Ms Noreen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=22,10 Mar 1951,,Female
"Hay, Sir John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=443,22 Jun 1816,Deceased,Male
"Hayes, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=629,01 Jan 1831,Deceased,Male
"Haynes, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=931,26 Apr 1850,Deceased,Male
"Healey, The Hon. Clive",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1778,04 Oct 1918,Deceased,Male
"Healey, The Hon. Richard Owen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1831,07 Dec 1923,Deceased,Male
"Hearnshaw, Mr Eric",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1539,21 May 1893,Deceased,Male
"Hedges, Mr William Whaley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1354,03 Apr 1881,Deceased,Male
"Heferen, Mr Stephen Roy",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1604,02 Jun 1898,Deceased,Male
"Heffron, Mr Robert James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1506,10 Sep 1890,Deceased,Male
"Hellyer, Mr Thomas Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=760,01 Jan 1840,Deceased,Male
"Hellyer, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=164,,,Male
"Hely, Mr Hovenden",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=528,01 Jan 1823,Deceased,Male
"Hemsley, Mr Alfred Macartney",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1067,22 Jul 1860,Deceased,Male
