politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q23375,+1885-01-08T00:00:00Z,Q992412,+1945-07-05T00:00:00Z,Q18912794,+1928-11-17T00:00:00Z,+1931-12-19T00:00:00Z,Q2973587,Q15452951,Q15452951,NA,0
Q23379,+1885-09-22T00:00:00Z,Q704978,+1951-06-13T00:00:00Z,Q319145,+1945-07-13T00:00:00Z,+1949-12-19T00:00:00Z,NA,Q214438,Q459146,16,0
Q23379,+1885-09-22T00:00:00Z,Q704978,+1951-06-13T00:00:00Z,Q18912794,+1940-09-21T00:00:00Z,+1951-06-13T00:00:00Z,Q1074005,Q4772968,Q6244213,NA,0
Q23379,+1885-09-22T00:00:00Z,Q704978,+1951-06-13T00:00:00Z,Q2390270,+1941-10-07T00:00:00Z,+1949-12-18T00:00:00Z,NA,Q23369,Q23369,NA,0
Q23379,+1885-09-22T00:00:00Z,Q704978,+1951-06-13T00:00:00Z,Q3315112,+1931-03-03T00:00:00Z,+1932-01-06T00:00:00Z,NA,Q364568,Q6228464,NA,0
Q23379,+1885-09-22T00:00:00Z,Q704978,+1951-06-13T00:00:00Z,Q18912794,+1928-11-17T00:00:00Z,+1931-12-19T00:00:00Z,Q1074005,Q6244213,Q4799635,NA,0
Q23386,+1900-03-29T00:00:00Z,Q2963640,+1980-11-20T00:00:00Z,Q319145,+1967-12-19T00:00:00Z,+1968-01-10T00:00:00Z,NA,Q356411,Q312722,18,0
Q23386,+1900-03-29T00:00:00Z,Q2963640,+1980-11-20T00:00:00Z,Q18912794,+1937-10-23T00:00:00Z,+1949-12-10T00:00:00Z,Q2973417,Q5583183,Q8012732,NA,0
Q23386,+1900-03-29T00:00:00Z,Q2963640,+1980-11-20T00:00:00Z,Q5261065,+1968-01-10T00:00:00Z,+1971-02-05T00:00:00Z,NA,Q1251694,NA,NA,0
Q23386,+1900-03-29T00:00:00Z,Q2963640,+1980-11-20T00:00:00Z,Q2660943,NA,NA,NA,NA,NA,NA,0
Q23386,+1900-03-29T00:00:00Z,Q2963640,+1980-11-20T00:00:00Z,Q28841847,NA,NA,NA,NA,NA,NA,0
Q23386,+1900-03-29T00:00:00Z,Q2963640,+1980-11-20T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1971-02-01T00:00:00Z,Q2973788,Q4977890,NA,NA,0
Q23386,+1900-03-29T00:00:00Z,Q2963640,+1980-11-20T00:00:00Z,Q18912794,+1934-08-07T00:00:00Z,+1937-10-23T00:00:00Z,Q5284522,NA,Q8012334,NA,0
Q2344980,+1963-01-18T00:00:00Z,Q209176,NA,Q11796917,NA,NA,NA,NA,NA,NA,0
Q2344980,+1963-01-18T00:00:00Z,Q209176,NA,Q6814428,+1996-04-30T00:00:00Z,+2016-09-30T00:00:00Z,Q56649112,Q27450592,Q381902,NA,0
Q23939864,+1970-08-24T00:00:00Z,Q509716,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q918989,NA,Q4974135,NA,0
Q24191457,+1976-05-25T00:00:00Z,Q3130,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q1074115,NA,Q3379071,NA,0
Q24191457,+1976-05-25T00:00:00Z,Q3130,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,Q3224,NA,NA,NA,0
Q2425137,+1880-10-28T00:00:00Z,Q22889,+1947-07-29T00:00:00Z,Q19202748,+1917-03-24T00:00:00Z,+1920-02-18T00:00:00Z,Q5355522,NA,Q7408253,NA,0
Q2425137,+1880-10-28T00:00:00Z,Q22889,+1947-07-29T00:00:00Z,Q18912794,+1925-11-14T00:00:00Z,+1928-11-17T00:00:00Z,Q1074151,Q16000427,Q5498375,NA,0
Q2425137,+1880-10-28T00:00:00Z,Q22889,+1947-07-29T00:00:00Z,Q19202748,+1920-03-20T00:00:00Z,+1925-09-29T00:00:00Z,Q5355972,Q8004920,NA,NA,0
Q242654,+1944-01-18T00:00:00Z,Q2236090,NA,Q319145,+1991-12-20T00:00:00Z,+1996-03-11T00:00:00Z,NA,Q51330,Q269372,24,0
Q242654,+1944-01-18T00:00:00Z,Q2236090,NA,Q18912794,+1969-10-25T00:00:00Z,+1996-04-23T00:00:00Z,Q1074143,Q6830999,Q16008031,NA,0
Q242654,+1944-01-18T00:00:00Z,Q2236090,NA,Q5261065,+1990-04-04T00:00:00Z,+1991-06-03T00:00:00Z,NA,Q4964109,Q6555551,NA,0
Q242654,+1944-01-18T00:00:00Z,Q2236090,NA,Q2390270,+1983-03-11T00:00:00Z,+1991-06-03T00:00:00Z,NA,Q269372,Q51330,NA,0
Q242654,+1944-01-18T00:00:00Z,Q2236090,NA,Q6865868,+1975-10-21T00:00:00Z,+1975-11-11T00:00:00Z,NA,Q5982908,Q7319274,NA,0
Q2442849,+1926-02-08T00:00:00Z,NA,NA,Q18912794,+1966-11-26T00:00:00Z,+1984-01-18T00:00:00Z,Q2973505,Q7615871,Q5218021,NA,0
Q2442849,+1926-02-08T00:00:00Z,NA,NA,Q2660943,+1980-11-03T00:00:00Z,+1983-03-11T00:00:00Z,NA,Q250087,Q374949,NA,0
Q24598,+1944-12-27T00:00:00Z,Q3348059,NA,Q6814428,+1996-07-01T00:00:00Z,+2012-06-15T00:00:00Z,Q56649108,Q7177677,NA,NA,0
Q24598,+1944-12-27T00:00:00Z,Q3348059,NA,Q19007285,+1983-01-04T00:00:00Z,+1993-02-12T00:00:00Z,Q5284518,NA,NA,NA,0
Q250087,+1933-01-23T00:00:00Z,Q34932,NA,Q18912794,+1961-12-09T00:00:00Z,+1988-10-08T00:00:00Z,Q1074900,Q6529978,Q5293954,NA,0
Q250087,+1933-01-23T00:00:00Z,Q34932,NA,Q610669,+1989-02-16T00:00:00Z,+1996-02-16T00:00:00Z,NA,Q267745,Q1356927,21,0
Q250087,+1933-01-23T00:00:00Z,Q34932,NA,Q2660943,+1983-03-11T00:00:00Z,+1988-08-17T00:00:00Z,NA,Q381902,Q2442849,NA,0
Q250087,+1933-01-23T00:00:00Z,Q34932,NA,Q2390270,+1975-06-06T00:00:00Z,+1975-11-11T00:00:00Z,NA,Q7185740,Q1689055,NA,0
Q250087,+1933-01-23T00:00:00Z,Q34932,NA,Q6865874,+1972-12-19T00:00:00Z,+1975-06-06T00:00:00Z,NA,Q6263710,Q3216921,NA,0
Q25268390,+1982-12-31T00:00:00Z,Q339527,NA,Q6814428,+2016-07-01T00:00:00Z,NA,Q56649108,NA,NA,NA,0
Q25288450,+1971-09-17T00:00:00Z,Q3141,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973852,NA,Q16207753,NA,0
Q25324881,+1972-08-24T00:00:00Z,Q1136118,NA,Q18912794,+2016-07-02T00:00:00Z,+2018-05-11T00:00:00Z,Q1074088,Q25324881,Q6146653,NA,0
Q25324881,+1972-08-24T00:00:00Z,Q1136118,NA,Q18912794,+2018-07-28T00:00:00Z,NA,Q1074088,NA,Q25324881,NA,0
Q25324887,+1972-03-23T00:00:00Z,Q704371,NA,Q18912794,+2016-07-02T00:00:00Z,+2018-05-10T00:00:00Z,Q2973723,NA,Q8039514,NA,0
Q25324887,+1972-03-23T00:00:00Z,Q704371,NA,Q18912794,+2018-07-28T00:00:00Z,+2019-05-18T00:00:00Z,Q2973723,Q64216512,NA,NA,0
Q25324894,+1957-12-02T00:00:00Z,Q5112,NA,Q6814428,+2016-07-02T00:00:00Z,NA,Q56649110,NA,NA,NA,0
Q25350223,+1970-09-03T00:00:00Z,Q1793195,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q577770,NA,Q4931731,NA,0
Q25350560,+1975-03-18T00:00:00Z,Q705705,NA,Q18912794,+2016-07-02T00:00:00Z,+2018-05-10T00:00:00Z,Q924832,NA,Q4962429,NA,0
Q25350560,+1975-03-18T00:00:00Z,Q705705,NA,Q18912794,+2018-07-28T00:00:00Z,+2019-05-18T00:00:00Z,Q924832,Q64222282,NA,NA,0
Q25350560,+1975-03-18T00:00:00Z,Q705705,NA,Q3364526,+2009-00-00T00:00:00Z,+2016-00-00T00:00:00Z,NA,NA,NA,NA,0
Q25350752,+1985-12-19T00:00:00Z,Q11568,NA,Q6814428,+2016-07-02T00:00:00Z,+2017-11-22T00:00:00Z,Q56649110,Q48885543,NA,NA,0
Q25352543,+1981-06-29T00:00:00Z,Q605113,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973868,NA,Q5258570,NA,0
Q25352606,+1960-06-04T00:00:00Z,Q339527,NA,Q18912794,+2016-07-02T00:00:00Z,+2019-05-18T00:00:00Z,Q2887271,Q64225996,Q4758125,NA,0
Q2546246,+1957-08-14T00:00:00Z,Q3141,NA,Q18912794,+1990-03-24T00:00:00Z,+2009-10-19T00:00:00Z,Q2973648,Q6386229,Q7358908,NA,0
Q2546246,+1957-08-14T00:00:00Z,Q3141,NA,Q2390270,+1996-03-11T00:00:00Z,+2007-12-03T00:00:00Z,NA,Q1236571,Q7288278,NA,0
Q2546246,+1957-08-14T00:00:00Z,Q3141,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,NA,NA,NA,NA,0
Q25752522,+1981-11-11T00:00:00Z,Q676441,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q23019675,NA,NA,NA,0
Q25753048,+1962-09-18T00:00:00Z,Q3141,NA,Q18912794,+2016-07-02T00:00:00Z,+2019-04-11T00:00:00Z,Q5284509,Q63979376,Q4766888,NA,0
Q25753138,+1980-04-20T00:00:00Z,Q3437510,NA,Q18912794,+2016-07-02T00:00:00Z,+2019-04-11T00:00:00Z,Q1074066,NA,Q16216756,NA,0
Q25753357,+1953-04-23T00:00:00Z,Q3130,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973728,NA,Q7381673,NA,0
Q25753992,+1963-07-30T00:00:00Z,Q3130,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q1074005,NA,Q6688848,NA,0
Q25756083,+1978-07-15T00:00:00Z,Q1028160,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973469,NA,Q4758616,NA,0
Q25756137,+1973-03-31T00:00:00Z,Q5021396,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q897736,NA,Q5525157,NA,0
Q25756186,+1983-08-06T00:00:00Z,Q6881034,NA,Q18912794,+2016-07-02T00:00:00Z,+2019-05-18T00:00:00Z,Q1079523,Q64205879,Q4977155,NA,0
Q25756187,+1973-03-23T00:00:00Z,Q3141,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973906,NA,Q18907740,NA,0
Q25756194,+1968-04-23T00:00:00Z,Q3141,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973569,NA,Q6740586,NA,0
Q25756209,+1976-09-04T00:00:00Z,Q985273,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973739,NA,Q4978267,NA,0
Q25756209,+1976-09-04T00:00:00Z,Q985273,NA,Q6865745,+2017-12-20T00:00:00Z,NA,NA,NA,Q927550,NA,0
Q25756234,+1972-06-26T00:00:00Z,Q955941,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973903,NA,Q591604,NA,0
Q25768264,+1961-10-06T00:00:00Z,Q3130,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973901,NA,Q6501571,NA,0
Q25844494,+1975-04-27T00:00:00Z,Q3130,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q509342,NA,Q16195680,NA,0
Q25856253,+1975-03-25T00:00:00Z,Q6921777,NA,Q18912794,+2016-07-02T00:00:00Z,+2018-05-10T00:00:00Z,Q2973806,Q55807656,Q4708273,NA,0
Q2646347,+1949-05-01T00:00:00Z,Q5112,NA,Q7574256,+2004-11-16T00:00:00Z,+2008-02-12T00:00:00Z,NA,Q5670053,Q6988239,25,0
Q2646347,+1949-05-01T00:00:00Z,Q5112,NA,Q18912794,+1983-05-07T00:00:00Z,+2010-07-19T00:00:00Z,Q2973885,Q5214486,Q315979,NA,0
Q2659551,+1879-12-16T00:00:00Z,Q3806782,+1931-03-14T00:00:00Z,Q18220900,+1918-04-06T00:00:00Z,+1924-04-04T00:00:00Z,Q5355404,NA,NA,NA,0
Q2659551,+1879-12-16T00:00:00Z,Q3806782,+1931-03-14T00:00:00Z,Q6814428,+1926-07-01T00:00:00Z,+1931-03-14T00:00:00Z,Q56649110,Q5670335,NA,NA,0
Q26695681,+1967-07-16T00:00:00Z,Q6225,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q1878928,NA,Q16730000,NA,0
Q26703057,+1956-08-30T00:00:00Z,Q190021,NA,Q18912794,+2016-07-02T00:00:00Z,+2019-05-18T00:00:00Z,Q2973647,Q64009045,Q5418982,NA,0
Q26703083,+1964-06-05T00:00:00Z,Q995005,NA,Q6814428,+2016-07-02T00:00:00Z,+2017-01-11T00:00:00Z,Q56649104,NA,NA,NA,0
Q26703243,+1971-04-30T00:00:00Z,Q3141,NA,Q6814428,+2016-07-02T00:00:00Z,NA,Q56649112,NA,NA,NA,0
Q26703252,+1948-02-25T00:00:00Z,Q606357,NA,Q6814428,+2016-07-02T00:00:00Z,+2019-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q26848575,+1955-05-03T00:00:00Z,Q5282204,NA,Q6814428,+2016-07-02T00:00:00Z,+2017-10-27T00:00:00Z,Q56649111,NA,NA,NA,0
Q26848575,+1955-05-03T00:00:00Z,Q5282204,NA,Q6814428,+2019-07-01T00:00:00Z,NA,Q56649111,NA,NA,NA,0
Q269372,+1929-12-09T00:00:00Z,Q721784,+2019-05-16T00:00:00Z,Q319145,+1983-03-11T00:00:00Z,+1991-12-20T00:00:00Z,NA,Q242654,Q315979,23,0
Q269372,+1929-12-09T00:00:00Z,Q721784,+2019-05-16T00:00:00Z,Q18912794,+1980-10-18T00:00:00Z,+1992-02-20T00:00:00Z,Q2973906,Q7181785,Q5584925,NA,0
Q269372,+1929-12-09T00:00:00Z,Q721784,+2019-05-16T00:00:00Z,Q2390270,+1991-06-02T00:00:00Z,+1991-06-04T00:00:00Z,NA,Q1700698,Q242654,NA,0
Q27435052,+1981-08-28T00:00:00Z,Q606344,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q917665,NA,Q7702141,NA,0
Q27435056,+1974-05-07T00:00:00Z,Q34932,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973565,NA,Q550879,NA,0
Q27435059,+1973-06-04T00:00:00Z,Q3141,NA,Q18912794,+2016-07-02T00:00:00Z,NA,Q2973477,NA,Q4706771,NA,0
Q27435061,+1972-06-05T00:00:00Z,Q189960,NA,Q18912794,+2016-07-02T00:00:00Z,+2018-05-10T00:00:00Z,Q2973587,NA,Q16196641,NA,0
Q27435061,+1972-06-05T00:00:00Z,Q189960,NA,Q18912794,+2018-07-28T00:00:00Z,NA,Q2973587,NA,NA,NA,0
Q27450592,+1970-02-16T00:00:00Z,Q34932,NA,Q6814428,+2016-10-25T00:00:00Z,NA,Q56649112,NA,Q2344980,NA,0
Q28922735,+1974-01-13T00:00:00Z,Q3183,NA,Q6814428,+2017-03-10T00:00:00Z,+2019-06-30T00:00:00Z,Q56649104,NA,Q26703083,NA,0
Q29373184,+1962-09-23T00:00:00Z,Q749665,NA,Q6814428,+2017-04-19T00:00:00Z,+2019-06-30T00:00:00Z,Q56649110,NA,Q4932238,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q2460433,+2005-01-28T00:00:00Z,+2006-12-04T00:00:00Z,NA,Q43135,Q982227,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q18912794,+1996-03-02T00:00:00Z,+2007-11-03T00:00:00Z,Q897736,Q5525157,Q7982649,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q5261065,+1995-06-20T00:00:00Z,+1996-03-11T00:00:00Z,NA,Q7803494,Q4964109,9,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q6865833,+1993-12-23T00:00:00Z,+1996-03-11T00:00:00Z,NA,Q1700035,Q7288278,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q23892240,+2010-02-17T00:00:00Z,+2016-01-22T00:00:00Z,NA,Q6210353,Q5258898,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q6865809,+1991-12-27T00:00:00Z,+1993-12-23T00:00:00Z,NA,Q1400580,Q1466753,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q6865888,+1990-04-04T00:00:00Z,+1991-12-09T00:00:00Z,NA,Q1700698,Q7288278,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q16147127,+1988-02-15T00:00:00Z,+1996-03-11T00:00:00Z,NA,Q7176566,Q15500212,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q3315112,+1984-12-13T00:00:00Z,+1990-04-04T00:00:00Z,NA,Q7349176,Q5585795,NA,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q1372518,+2018-05-01T00:00:00Z,NA,NA,NA,Q17402900,33,0
Q304561,+1948-12-14T00:00:00Z,Q3183,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,NA,NA,NA,NA,0
Q3054376,+1897-07-09T00:00:00Z,Q1001465,+1981-09-02T00:00:00Z,Q18912794,+1943-08-21T00:00:00Z,+1951-03-19T00:00:00Z,Q5284517,Q4819147,Q5541108,NA,0
Q3108047,+1953-04-21T00:00:00Z,Q3141,NA,Q18534408,+1993-06-01T00:00:00Z,+2011-02-19T00:00:00Z,Q5355160,Q16189396,Q15459543,NA,0
Q3108047,+1953-04-21T00:00:00Z,Q3141,NA,Q18912794,+1983-03-05T00:00:00Z,+1990-03-24T00:00:00Z,Q2973455,Q4978194,Q15967299,NA,0
Q3108047,+1953-04-21T00:00:00Z,Q3141,NA,Q19185341,+1993-02-20T00:00:00Z,+1993-08-10T00:00:00Z,Q5302341,Q6899966,Q4909823,NA,0
Q3108047,+1953-04-21T00:00:00Z,Q3141,NA,Q13527909,+2007-07-30T00:00:00Z,+2010-12-02T00:00:00Z,NA,Q1378246,Q3498865,45,0
Q3108047,+1953-04-21T00:00:00Z,Q3141,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,Q36687,NA,NA,NA,0
Q3108804,+1965-12-11T00:00:00Z,Q606385,NA,Q6814428,+2014-07-01T00:00:00Z,+2016-07-02T00:00:00Z,Q56649111,NA,NA,NA,0
Q312722,+1908-08-05T00:00:00Z,Q4601403,+1967-12-17T00:00:00Z,Q319145,+1966-01-26T00:00:00Z,+1967-12-17T00:00:00Z,NA,Q23386,Q214438,17,0
Q312722,+1908-08-05T00:00:00Z,Q4601403,+1967-12-17T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1967-12-17T00:00:00Z,Q2973648,Q356411,NA,NA,0
Q312722,+1908-08-05T00:00:00Z,Q4601403,+1967-12-17T00:00:00Z,Q2390270,+1958-11-22T00:00:00Z,+1966-01-26T00:00:00Z,NA,Q356261,Q23369,NA,0
Q312722,+1908-08-05T00:00:00Z,Q4601403,+1967-12-17T00:00:00Z,Q6865809,+1949-12-19T00:00:00Z,+1958-12-10T00:00:00Z,NA,Q356261,Q16005818,NA,0
Q312722,+1908-08-05T00:00:00Z,Q4601403,+1967-12-17T00:00:00Z,Q6865883,+1940-10-28T00:00:00Z,+1941-08-28T00:00:00Z,NA,Q6865883,Q15971154,NA,0
Q312722,+1908-08-05T00:00:00Z,Q4601403,+1967-12-17T00:00:00Z,Q11796950,+1949-12-19T00:00:00Z,+1956-10-24T00:00:00Z,NA,Q4815639,Q708887,NA,0
Q312722,+1908-08-05T00:00:00Z,Q4601403,+1967-12-17T00:00:00Z,Q18912794,+1935-08-17T00:00:00Z,+1949-12-10T00:00:00Z,Q5284525,Q4908208,Q5542252,NA,0
Q312722,+1908-08-05T00:00:00Z,Q4601403,+1967-12-17T00:00:00Z,Q28841847,NA,NA,NA,NA,NA,NA,0
Q3133493,+1866-08-17T00:00:00Z,Q40191,+1944-02-26T00:00:00Z,Q6814428,+1920-07-01T00:00:00Z,+1938-06-30T00:00:00Z,Q56649108,NA,NA,NA,0
Q3133493,+1866-08-17T00:00:00Z,Q40191,+1944-02-26T00:00:00Z,Q19007285,+1903-04-02T00:00:00Z,+1909-04-30T00:00:00Z,Q5355187,NA,NA,NA,0
Q3133493,+1866-08-17T00:00:00Z,Q40191,+1944-02-26T00:00:00Z,Q19007285,+1909-04-30T00:00:00Z,+1920-01-28T00:00:00Z,Q5284497,NA,NA,NA,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q319145,+1903-09-24T00:00:00Z,+1904-04-27T00:00:00Z,NA,Q23347,Q23342,2,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q4818607,+1901-01-01T00:00:00Z,+1903-09-24T00:00:00Z,NA,Q6132824,NA,NA,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1913-04-23T00:00:00Z,Q2973434,Q5080830,NA,NA,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q2660943,+1905-07-05T00:00:00Z,+1908-11-13T00:00:00Z,NA,Q1811712,Q23352,NA,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q319145,+1905-07-05T00:00:00Z,+1908-11-13T00:00:00Z,NA,Q314016,Q23352,NA,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q319145,+1909-06-02T00:00:00Z,+1910-04-29T00:00:00Z,NA,Q314016,Q314016,NA,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q18534408,+1879-02-18T00:00:00Z,+1879-07-08T00:00:00Z,Q14935136,Q7345271,Q6258255,NA,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q18534408,+1880-07-00T00:00:00Z,+1889-03-00T00:00:00Z,Q14935136,NA,Q7345271,NA,0
Q313805,+1856-08-03T00:00:00Z,Q3141,+1919-10-07T00:00:00Z,Q18534408,+1889-04-00T00:00:00Z,+1900-10-00T00:00:00Z,Q5355385,NA,NA,NA,0
Q314016,+1862-08-29T00:00:00Z,Q996516,+1928-10-22T00:00:00Z,Q319145,+1908-11-13T00:00:00Z,+1909-06-02T00:00:00Z,NA,Q313805,Q313805,5,0
Q314016,+1862-08-29T00:00:00Z,Q996516,+1928-10-22T00:00:00Z,Q18526194,+1899-03-25T00:00:00Z,+1901-05-09T00:00:00Z,Q5355481,Q5218206,Q6119323,NA,0
Q314016,+1862-08-29T00:00:00Z,Q996516,+1928-10-22T00:00:00Z,Q18912794,+1901-03-30T00:00:00Z,+1915-10-26T00:00:00Z,Q2973903,Q5342416,NA,NA,0
Q314016,+1862-08-29T00:00:00Z,Q996516,+1928-10-22T00:00:00Z,Q2390270,+1914-09-17T00:00:00Z,+1915-10-26T00:00:00Z,NA,Q8012328,Q921617,NA,0
Q314016,+1862-08-29T00:00:00Z,Q996516,+1928-10-22T00:00:00Z,Q6865979,+1904-04-27T00:00:00Z,+1904-08-17T00:00:00Z,NA,Q4730850,Q1158950,NA,0
Q314016,+1862-08-29T00:00:00Z,Q996516,+1928-10-22T00:00:00Z,Q121998,NA,NA,NA,NA,NA,NA,0
Q314016,+1862-08-29T00:00:00Z,Q996516,+1928-10-22T00:00:00Z,Q319145,+1910-04-29T00:00:00Z,+1913-06-24T00:00:00Z,NA,Q356230,Q313805,NA,0
Q314016,+1862-08-29T00:00:00Z,Q996516,+1928-10-22T00:00:00Z,Q319145,+1914-09-17T00:00:00Z,+1915-10-27T00:00:00Z,NA,Q152666,Q356230,NA,0
Q315979,+1930-05-21T00:00:00Z,Q2443083,+2015-03-20T00:00:00Z,Q319145,+1975-11-11T00:00:00Z,+1983-03-11T00:00:00Z,NA,Q269372,Q23333,22,0
Q315979,+1930-05-21T00:00:00Z,Q2443083,+2015-03-20T00:00:00Z,Q18912794,+1955-12-10T00:00:00Z,+1983-03-31T00:00:00Z,Q2973885,Q2646347,Q5294857,NA,0
Q315979,+1930-05-21T00:00:00Z,Q2443083,+2015-03-20T00:00:00Z,Q3315112,+1969-11-12T00:00:00Z,+1971-03-08T00:00:00Z,NA,Q356411,Q661510,NA,0
Q315979,+1930-05-21T00:00:00Z,Q2443083,+2015-03-20T00:00:00Z,Q11796967,+1971-08-20T00:00:00Z,+1972-12-05T00:00:00Z,NA,Q23333,Q5233527,NA,0
Q315979,+1930-05-21T00:00:00Z,Q2443083,+2015-03-20T00:00:00Z,Q28841847,NA,NA,NA,NA,NA,NA,0
Q3180236,+1962-01-16T00:00:00Z,Q14206163,NA,Q6865745,+2013-07-02T00:00:00Z,+2013-09-18T00:00:00Z,NA,Q4861362,Q6211016,NA,0
Q3180236,+1962-01-16T00:00:00Z,Q14206163,NA,Q18912794,+1996-03-02T00:00:00Z,NA,Q1074124,NA,Q5386488,NA,0
Q3180236,+1962-01-16T00:00:00Z,Q14206163,NA,Q3315112,+2007-12-03T00:00:00Z,+2009-06-04T00:00:00Z,NA,Q466003,Q908749,NA,0
Q3180912,+1956-11-14T00:00:00Z,Q3130,NA,Q5261065,+1999-07-20T00:00:00Z,+2005-07-06T00:00:00Z,NA,Q6770126,Q7803494,11,0
Q3180912,+1956-11-14T00:00:00Z,Q3130,NA,Q18912794,+1989-04-15T00:00:00Z,+2007-10-17T00:00:00Z,Q5284529,NA,Q7287672,NA,0
Q3180912,+1956-11-14T00:00:00Z,Q3130,NA,Q6865888,+1998-10-21T00:00:00Z,+2005-07-06T00:00:00Z,NA,Q591604,Q6770126,NA,0
Q3180912,+1956-11-14T00:00:00Z,Q3130,NA,Q6865745,+1996-03-11T00:00:00Z,+1998-10-21T00:00:00Z,NA,Q6770126,Q3641283,NA,0
Q3180912,+1956-11-14T00:00:00Z,Q3130,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,NA,NA,NA,NA,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q6814428,+1990-05-07T00:00:00Z,+1992-05-04T00:00:00Z,Q56649110,Q4706609,Q7822968,NA,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q18220900,+1979-09-15T00:00:00Z,+1985-12-06T00:00:00Z,Q50390883,NA,Q19605179,NA,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q27230596,+1996-11-28T00:00:00Z,+2001-10-22T00:00:00Z,NA,Q3434193,Q3020626,42,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q18220900,+1985-12-07T00:00:00Z,+1990-05-06T00:00:00Z,Q5355300,Q6097721,NA,NA,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q18220900,+1992-05-09T00:00:00Z,+2002-02-08T00:00:00Z,Q5355553,Q6767770,Q16091192,NA,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q24189754,+1982-03-05T00:00:00Z,+1982-11-10T00:00:00Z,NA,NA,NA,NA,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q50390946,+1982-03-05T00:00:00Z,+1982-11-10T00:00:00Z,NA,NA,NA,NA,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q6508561,+1982-11-15T00:00:00Z,+1990-01-12T00:00:00Z,NA,Q5210348,Q3180992,NA,0
Q3182215,+1945-06-07T00:00:00Z,Q3191785,NA,Q50390777,+2001-10-08T00:00:00Z,+2001-10-22T00:00:00Z,NA,NA,NA,NA,0
